Claim_ID,Age_Group,Income_Bracket,Settlement_Team,Policy_Type,Claim_Amount,Claim_Duration_Days,Premium_Amount,Num_Prior_Claims,Policy_Tenure_Years,Gender,Region,Settlement_Status
CLM00795,18-30,Low (<30K),Team A,Health,51141.87,71,1353.69,4,23,Female,West,Settled
CLM00796,60+,Low (<30K),Team C,Term Life,13570.48,34,2102.36,2,4,Female,North,Rejected
CLM00797,60+,Low (<30K),Team B,Whole Life,10774.08,108,1744.89,2,21,Male,South,Rejected
CLM00798,46-60,Low (<30K),Team A,Health,11707.6,53,2798.06,0,11,Female,East,Settled
CLM00799,46-60,Low (<30K),Team A,Whole Life,62973.7,14,532.49,2,9,Male,South,Settled
CLM00800,60+,Middle (30K-70K),Team C,Term Life,5437.06,16,1166.4,4,7,Female,East,Rejected
CLM00801,46-60,High (70K-150K),Team B,Health,64770.79,43,2320.35,2,16,Male,South,Rejected
CLM00802,18-30,Middle (30K-70K),Team D,Term Life,17198.81,116,982.68,1,23,Male,North,Settled
CLM00803,46-60,Middle (30K-70K),Team D,Health,11020.33,73,4344.89,2,23,Female,Central,Settled
CLM00804,46-60,Middle (30K-70K),Team D,Auto,268627.41,74,998.54,0,5,Male,East,Settled
CLM00805,31-45,Premium (150K+),Team B,Whole Life,3763.98,81,2027.71,2,6,Female,North,Settled
CLM00806,46-60,Middle (30K-70K),Team D,Whole Life,8739.23,12,1662.43,2,19,Male,West,Rejected
CLM00807,60+,Low (<30K),Team B,Whole Life,3044.47,70,802.92,2,1,Female,West,Rejected
CLM00808,60+,High (70K-150K),Team B,Whole Life,41896.37,19,1897.69,4,16,Female,South,Rejected
CLM00809,31-45,Low (<30K),Team A,Auto,101420.11,107,632.99,1,18,Male,West,Settled
CLM00810,18-30,Middle (30K-70K),Team A,Auto,99102.24,41,1267.89,2,24,Female,Central,Rejected
CLM00811,60+,Middle (30K-70K),Team C,Whole Life,58031.34,53,1852.37,1,13,Female,East,Rejected
CLM00812,46-60,Premium (150K+),Team B,Health,10539.18,29,577.17,0,1,Female,South,Settled
CLM00813,18-30,Middle (30K-70K),Team A,Auto,8618.88,70,2977.39,1,10,Male,East,Rejected
CLM00814,60+,High (70K-150K),Team C,Auto,1798.3,59,2226.75,1,7,Female,East,Rejected
CLM00815,60+,Premium (150K+),Team B,Whole Life,153744.63,89,2767.23,0,5,Male,North,Rejected
CLM00816,31-45,Low (<30K),Team C,Whole Life,23453.47,64,1811.62,0,13,Male,West,Settled
CLM00817,46-60,Middle (30K-70K),Team B,Term Life,7403.08,24,720.15,3,22,Male,East,Rejected
CLM00818,31-45,Middle (30K-70K),Team D,Auto,65753.51,89,1807.94,3,16,Female,Central,Settled
CLM00819,18-30,Middle (30K-70K),Team D,Term Life,4157.56,16,2976.42,1,24,Female,Central,Rejected
CLM00820,31-45,Middle (30K-70K),Team B,Health,21762.56,52,697.67,1,20,Male,West,Rejected
CLM00821,46-60,Premium (150K+),Team B,Term Life,10860.04,80,743.48,2,22,Female,West,Rejected
CLM00822,18-30,High (70K-150K),Team B,Term Life,28750.56,6,1484.94,3,14,Female,South,Rejected
CLM00823,31-45,High (70K-150K),Team D,Whole Life,12378.44,37,1343.37,2,11,Male,South,Settled
CLM00824,31-45,Middle (30K-70K),Team B,Auto,2342.3,85,1784.81,0,19,Female,South,Settled
CLM00825,31-45,High (70K-150K),Team A,Term Life,14627.98,4,1431.73,1,23,Male,West,Rejected
CLM00826,60+,Premium (150K+),Team A,Health,47034.51,98,2054.94,3,2,Male,East,Rejected
CLM00827,31-45,High (70K-150K),Team B,Term Life,12899.45,92,4805.2,0,8,Male,North,Rejected
CLM00828,31-45,Low (<30K),Team B,Term Life,33865.03,38,2781.4,0,13,Female,South,Settled
CLM00829,46-60,High (70K-150K),Team D,Whole Life,3809.92,41,1891.11,4,7,Female,North,Rejected
CLM00830,31-45,Low (<30K),Team A,Whole Life,12945.29,92,745.93,4,12,Male,Central,Rejected
CLM00831,31-45,Middle (30K-70K),Team B,Term Life,6314.4,81,1014.76,2,8,Male,West,Rejected
CLM00832,31-45,Low (<30K),Team D,Whole Life,32740.79,14,3545.33,0,16,Male,Central,Rejected
CLM00833,18-30,High (70K-150K),Team D,Term Life,13874.25,71,1242.91,2,18,Female,South,Rejected
CLM00834,18-30,High (70K-150K),Team B,Whole Life,30579.6,86,833.64,1,19,Female,East,Rejected
CLM00835,31-45,Low (<30K),Team B,Auto,49278.96,51,9685.9,1,4,Female,South,Rejected
CLM00836,31-45,Middle (30K-70K),Team B,Auto,30636.34,65,6121.53,0,12,Female,North,Settled
CLM00837,60+,Middle (30K-70K),Team D,Whole Life,18541.04,93,1636.7,0,16,Female,South,Rejected
CLM00838,31-45,Middle (30K-70K),Team A,Health,4032.51,52,760.42,0,21,Female,East,Rejected
CLM00839,46-60,Low (<30K),Team D,Auto,13315.14,95,3225.0,2,22,Male,East,Rejected
CLM00840,46-60,Middle (30K-70K),Team C,Term Life,7046.54,30,1221.64,2,17,Female,West,Rejected
CLM00841,18-30,High (70K-150K),Team B,Health,8840.72,57,3680.58,0,4,Male,West,Rejected
CLM00842,46-60,Low (<30K),Team A,Auto,8523.3,79,1222.63,0,20,Male,East,Rejected
CLM00843,18-30,Low (<30K),Team B,Term Life,4121.98,82,6743.38,1,24,Male,East,Rejected
CLM00844,60+,Middle (30K-70K),Team B,Term Life,1275.63,99,1193.93,0,24,Female,North,Rejected
CLM00845,18-30,Premium (150K+),Team A,Auto,5992.29,114,11989.5,1,22,Female,South,Settled
CLM00846,31-45,High (70K-150K),Team C,Whole Life,16849.15,30,2113.39,1,24,Female,West,Settled
CLM00847,18-30,High (70K-150K),Team D,Term Life,2649.66,98,5472.25,0,9,Male,North,Rejected
CLM00848,60+,Middle (30K-70K),Team C,Term Life,13613.52,42,1173.7,0,5,Female,South,Rejected
CLM00849,31-45,Middle (30K-70K),Team C,Whole Life,130655.86,11,633.28,5,17,Male,West,Settled
CLM00850,46-60,Low (<30K),Team A,Health,45600.22,27,285.72,3,17,Female,North,Settled
CLM00851,18-30,High (70K-150K),Team B,Health,96014.05,24,5020.49,2,2,Male,Central,Rejected
CLM00852,46-60,Premium (150K+),Team A,Auto,21361.67,99,1909.15,1,2,Female,Central,Settled
CLM00853,31-45,High (70K-150K),Team C,Term Life,54231.21,39,666.43,1,21,Female,West,Rejected
CLM00854,60+,Premium (150K+),Team D,Whole Life,5604.04,72,5190.38,2,23,Female,North,Settled
CLM00855,31-45,High (70K-150K),Team C,Whole Life,6165.91,115,4558.71,3,7,Female,South,Settled
CLM00856,18-30,Low (<30K),Team A,Whole Life,499.21,18,5463.85,1,4,Female,South,Rejected
CLM00857,18-30,Premium (150K+),Team B,Term Life,55457.63,77,619.04,0,13,Male,North,Settled
CLM00858,31-45,Low (<30K),Team C,Auto,84828.66,45,4900.68,0,20,Female,Central,Settled
CLM00859,46-60,Middle (30K-70K),Team B,Auto,6878.72,88,2458.32,2,11,Male,North,Settled
CLM00860,18-30,Low (<30K),Team D,Whole Life,9850.31,115,5665.21,2,3,Male,Central,Settled
CLM00861,46-60,Low (<30K),Team D,Health,5406.54,87,2791.08,1,2,Male,Central,Settled
CLM00862,31-45,Middle (30K-70K),Team C,Term Life,21145.54,12,2076.44,1,16,Female,South,Rejected
CLM00863,31-45,Middle (30K-70K),Team B,Whole Life,51529.98,49,4954.19,3,3,Male,West,Settled
CLM00864,31-45,Middle (30K-70K),Team B,Health,1650.24,94,3574.28,1,24,Male,East,Rejected
CLM00865,31-45,Middle (30K-70K),Team A,Whole Life,21836.24,31,4295.88,1,15,Female,North,Rejected
CLM00866,46-60,Low (<30K),Team B,Auto,9585.38,92,1223.61,1,17,Female,Central,Rejected
CLM00867,18-30,Low (<30K),Team B,Health,15307.12,22,1575.1,1,16,Male,North,Rejected
CLM00868,18-30,Middle (30K-70K),Team C,Whole Life,23174.15,44,451.67,0,20,Female,West,Rejected
CLM00869,60+,Middle (30K-70K),Team C,Health,10658.97,92,1155.05,3,7,Male,West,Rejected
CLM00870,60+,High (70K-150K),Team A,Term Life,11798.12,64,3402.67,2,16,Female,East,Rejected
CLM00871,31-45,High (70K-150K),Team B,Whole Life,10335.6,77,2839.41,2,5,Female,East,Rejected
CLM00872,31-45,High (70K-150K),Team A,Whole Life,42803.68,25,825.82,2,2,Female,Central,Rejected
CLM00873,46-60,High (70K-150K),Team A,Whole Life,22081.86,108,5043.6,1,1,Female,East,Settled
CLM00874,31-45,Middle (30K-70K),Team D,Health,17408.26,51,19505.67,2,22,Male,Central,Settled
CLM00875,18-30,High (70K-150K),Team A,Whole Life,2906.94,110,878.15,0,13,Male,South,Rejected
CLM00876,18-30,Middle (30K-70K),Team B,Health,8482.02,7,1533.48,0,16,Female,Central,Rejected
CLM00877,46-60,Middle (30K-70K),Team A,Health,39277.34,109,1099.62,2,5,Male,East,Rejected
CLM00878,46-60,High (70K-150K),Team D,Whole Life,13977.94,6,1675.88,0,3,Female,North,Settled
CLM00879,18-30,Middle (30K-70K),Team C,Health,29479.13,24,2250.99,1,15,Male,East,Settled
CLM00880,31-45,High (70K-150K),Team A,Term Life,111281.04,19,1034.98,1,16,Male,West,Rejected
CLM00881,31-45,High (70K-150K),Team B,Term Life,46459.08,83,1448.76,6,11,Female,East,Settled
CLM00882,46-60,Premium (150K+),Team C,Whole Life,14939.89,100,1938.74,0,19,Male,South,Rejected
CLM00883,18-30,Premium (150K+),Team D,Term Life,7235.92,115,2636.7,0,18,Male,Central,Rejected
CLM00884,18-30,Middle (30K-70K),Team A,Term Life,623.74,9,5844.14,2,21,Male,West,Rejected
CLM00885,46-60,Middle (30K-70K),Team D,Health,10915.49,112,1787.22,2,9,Female,Central,Settled
CLM00886,18-30,Middle (30K-70K),Team D,Whole Life,9034.31,36,1153.47,1,8,Male,Central,Settled
CLM00887,46-60,Middle (30K-70K),Team D,Whole Life,21342.15,102,3156.03,0,22,Male,East,Rejected
CLM00888,31-45,High (70K-150K),Team C,Auto,11106.81,40,2490.25,5,19,Male,North,Rejected
CLM00889,18-30,High (70K-150K),Team C,Health,9095.53,93,1549.58,3,22,Male,West,Rejected
CLM00890,31-45,High (70K-150K),Team B,Auto,1579.28,24,2665.14,1,5,Male,South,Rejected
CLM00891,46-60,Middle (30K-70K),Team C,Term Life,4324.44,48,1330.73,2,17,Female,South,Rejected
CLM00892,60+,Low (<30K),Team B,Health,23670.42,63,1182.86,2,5,Female,North,Rejected
CLM00893,46-60,Middle (30K-70K),Team C,Auto,104724.58,69,395.66,0,14,Male,North,Settled
CLM00894,31-45,Low (<30K),Team B,Health,11884.25,53,1390.84,4,7,Female,East,Settled
CLM00895,46-60,Premium (150K+),Team C,Health,19798.73,54,441.41,0,9,Female,South,Settled
CLM00896,31-45,Middle (30K-70K),Team D,Whole Life,41897.18,42,1084.07,0,17,Male,West,Settled
CLM00897,31-45,Low (<30K),Team A,Term Life,5048.91,119,2874.36,2,3,Male,North,Rejected
CLM00898,60+,Low (<30K),Team D,Whole Life,20747.41,45,542.32,0,8,Female,North,Settled
CLM00899,18-30,High (70K-150K),Team B,Whole Life,5494.0,90,1553.28,0,22,Female,North,Rejected
CLM00900,18-30,High (70K-150K),Team D,Auto,37714.1,14,1905.27,1,13,Male,West,Settled
CLM00901,31-45,Middle (30K-70K),Team B,Term Life,16021.45,103,1493.87,0,16,Male,South,Rejected
CLM00902,18-30,Low (<30K),Team B,Auto,19113.35,29,1230.2,2,21,Male,West,Rejected
CLM00903,18-30,Middle (30K-70K),Team D,Auto,5223.28,116,2345.63,2,10,Male,West,Settled
CLM00904,46-60,Middle (30K-70K),Team B,Term Life,31208.28,6,2620.92,1,18,Female,East,Settled
CLM00905,31-45,High (70K-150K),Team D,Whole Life,163024.46,7,1810.25,2,3,Female,North,Settled
CLM00906,60+,High (70K-150K),Team B,Auto,3985.85,37,1286.13,1,12,Female,South,Rejected
CLM00907,46-60,Middle (30K-70K),Team B,Auto,8886.51,53,3611.18,1,16,Male,East,Settled
CLM00908,31-45,Low (<30K),Team B,Whole Life,17640.08,18,633.59,1,18,Male,East,Settled
CLM00909,31-45,Premium (150K+),Team C,Whole Life,34327.0,87,3133.49,3,17,Male,Central,Rejected
CLM00910,31-45,Middle (30K-70K),Team B,Whole Life,6826.34,108,2529.45,2,7,Female,North,Settled
CLM00911,46-60,High (70K-150K),Team A,Health,446.02,38,2120.11,2,19,Female,South,Settled
CLM00912,31-45,Low (<30K),Team B,Term Life,68256.46,59,1793.79,0,23,Male,South,Settled
CLM00913,46-60,Middle (30K-70K),Team A,Health,33276.52,1,398.63,1,23,Male,South,Settled
CLM00914,31-45,Low (<30K),Team D,Term Life,1649.89,68,5485.6,1,8,Female,North,Rejected
CLM00915,46-60,Middle (30K-70K),Team D,Term Life,6444.08,115,3536.66,2,17,Female,South,Settled
CLM00916,31-45,Premium (150K+),Team B,Whole Life,87712.43,44,837.89,2,21,Male,West,Rejected
CLM00917,31-45,Middle (30K-70K),Team C,Whole Life,75913.95,47,3317.77,3,7,Male,West,Rejected
CLM00918,60+,Low (<30K),Team B,Whole Life,41207.19,35,2102.9,0,1,Male,North,Rejected
CLM00919,46-60,Low (<30K),Team C,Whole Life,10814.74,87,1134.1,2,8,Female,South,Rejected
CLM00920,18-30,Middle (30K-70K),Team D,Whole Life,14758.65,91,4691.16,1,19,Female,Central,Settled
CLM00921,60+,Low (<30K),Team D,Term Life,11417.35,60,1280.91,2,20,Female,Central,Settled
CLM00922,31-45,Low (<30K),Team B,Whole Life,51734.89,90,5350.26,0,20,Female,Central,Settled
CLM00923,60+,High (70K-150K),Team C,Auto,4670.35,52,2772.28,3,10,Female,West,Settled
CLM00924,46-60,Middle (30K-70K),Team B,Whole Life,5079.87,8,3886.43,1,12,Male,Central,Rejected
CLM00925,31-45,Middle (30K-70K),Team D,Whole Life,44906.13,107,2873.45,4,24,Male,South,Settled
CLM00926,18-30,Premium (150K+),Team A,Health,12667.14,80,2768.84,2,1,Male,South,Rejected
CLM00927,31-45,Low (<30K),Team C,Auto,69853.87,41,2147.77,2,24,Male,Central,Rejected
CLM00928,31-45,Premium (150K+),Team C,Term Life,5968.11,3,1010.85,1,21,Female,East,Settled
CLM00929,46-60,Middle (30K-70K),Team C,Health,12509.78,96,1900.78,1,4,Female,Central,Rejected
CLM00930,31-45,Premium (150K+),Team A,Health,4416.51,69,3763.53,0,4,Female,East,Rejected
CLM00931,18-30,High (70K-150K),Team D,Health,13478.29,84,3214.44,5,9,Male,North,Settled
CLM00932,46-60,High (70K-150K),Team A,Term Life,2265.94,14,2699.99,3,15,Male,North,Settled
CLM00933,60+,Premium (150K+),Team C,Health,7441.59,96,338.12,2,24,Male,South,Settled
CLM00934,31-45,Middle (30K-70K),Team A,Term Life,2383.91,26,1524.5,1,15,Female,West,Settled
CLM00935,18-30,Premium (150K+),Team B,Health,30721.19,111,1401.6,4,7,Male,South,Rejected
CLM00936,31-45,Middle (30K-70K),Team B,Health,31568.25,70,747.99,1,12,Male,South,Settled
CLM00937,18-30,Middle (30K-70K),Team B,Term Life,1675.19,58,3725.69,4,3,Male,West,Rejected
CLM00938,60+,Middle (30K-70K),Team A,Health,66215.04,100,357.72,1,20,Female,South,Rejected
CLM00939,18-30,Middle (30K-70K),Team A,Term Life,267506.23,40,3530.9,1,9,Female,West,Rejected
CLM00940,46-60,Low (<30K),Team B,Health,14118.03,51,5236.41,0,14,Female,South,Settled
CLM00941,31-45,Middle (30K-70K),Team C,Whole Life,6189.83,5,1528.63,2,13,Female,North,Settled
CLM00942,46-60,Middle (30K-70K),Team D,Term Life,396010.78,77,1703.65,1,24,Female,East,Settled
CLM00943,46-60,High (70K-150K),Team A,Term Life,2744.18,32,3920.79,2,12,Male,South,Settled
CLM00944,46-60,High (70K-150K),Team B,Auto,13685.99,80,981.49,1,1,Male,East,Rejected
CLM00945,31-45,Middle (30K-70K),Team A,Term Life,16573.27,1,3067.51,0,19,Female,Central,Settled
CLM00946,18-30,Middle (30K-70K),Team A,Term Life,67115.96,77,867.62,1,16,Female,South,Settled
CLM00947,18-30,Middle (30K-70K),Team C,Whole Life,20572.01,54,682.69,3,12,Male,North,Settled
CLM00948,60+,Low (<30K),Team C,Health,7344.0,11,2291.11,2,10,Male,West,Rejected
CLM00949,60+,Low (<30K),Team A,Whole Life,4266.63,53,1769.85,1,2,Female,North,Rejected
CLM00950,46-60,Middle (30K-70K),Team A,Term Life,8864.54,8,456.32,2,18,Male,East,Settled
CLM00951,46-60,Middle (30K-70K),Team A,Term Life,3990.56,25,5609.68,2,13,Female,West,Settled
CLM00952,46-60,Premium (150K+),Team D,Term Life,14148.87,40,1297.54,5,24,Male,North,Settled
CLM00953,18-30,Middle (30K-70K),Team D,Term Life,6788.36,32,2720.43,2,6,Male,North,Settled
CLM00954,60+,Middle (30K-70K),Team A,Whole Life,2224.2,88,6529.9,0,12,Male,North,Rejected
CLM00955,31-45,Middle (30K-70K),Team A,Health,60245.01,28,2204.12,1,22,Female,West,Rejected
CLM00956,31-45,Low (<30K),Team D,Term Life,7352.48,78,5007.21,3,4,Female,North,Rejected
CLM00957,31-45,Middle (30K-70K),Team D,Whole Life,2916.78,109,906.47,1,1,Male,North,Settled
CLM00958,18-30,High (70K-150K),Team B,Whole Life,10917.14,3,5635.2,1,11,Female,East,Settled
CLM00959,18-30,Middle (30K-70K),Team A,Auto,14502.06,100,933.84,4,23,Male,North,Rejected
CLM00960,46-60,Middle (30K-70K),Team A,Auto,1642.94,91,1144.92,0,8,Male,North,Settled
CLM00961,18-30,Premium (150K+),Team C,Health,19890.1,84,564.68,0,2,Female,Central,Rejected
CLM00962,46-60,Premium (150K+),Team B,Term Life,3802.49,111,2241.14,3,2,Male,West,Settled
CLM00963,31-45,High (70K-150K),Team A,Term Life,104113.25,79,2995.13,1,16,Male,Central,Settled
CLM00964,31-45,Middle (30K-70K),Team C,Whole Life,25053.09,62,3339.07,0,1,Female,East,Rejected
CLM00965,31-45,High (70K-150K),Team A,Term Life,8267.77,27,575.21,1,4,Female,Central,Settled
CLM00966,31-45,Low (<30K),Team C,Whole Life,5463.25,117,2440.56,0,6,Female,South,Settled
CLM00967,46-60,Middle (30K-70K),Team B,Health,11778.59,45,2513.89,0,21,Female,West,Settled
CLM00968,31-45,Low (<30K),Team A,Auto,27871.19,105,2956.67,2,20,Male,North,Rejected
CLM00969,46-60,Middle (30K-70K),Team C,Health,12957.2,92,974.4,2,14,Male,Central,Settled
CLM00970,31-45,Middle (30K-70K),Team B,Whole Life,10294.96,25,243.66,0,20,Male,Central,Settled
CLM00971,46-60,Low (<30K),Team D,Health,14329.05,106,3181.74,1,15,Female,North,Rejected
CLM00972,60+,Premium (150K+),Team B,Whole Life,6472.83,61,1608.95,5,7,Male,North,Settled
CLM00973,46-60,Premium (150K+),Team B,Term Life,8849.82,44,2262.43,1,7,Male,East,Rejected
CLM00974,31-45,High (70K-150K),Team C,Health,1093.4,110,1676.25,2,18,Female,Central,Settled
CLM00975,18-30,Middle (30K-70K),Team B,Term Life,42979.2,97,2181.14,1,23,Female,Central,Rejected
CLM00976,31-45,Premium (150K+),Team D,Whole Life,19121.28,46,3260.69,2,2,Female,South,Settled
CLM00977,46-60,Low (<30K),Team B,Whole Life,5280.91,14,409.27,0,20,Female,South,Rejected
CLM00978,18-30,High (70K-150K),Team B,Health,130415.66,8,4504.43,2,15,Male,Central,Rejected
CLM00979,31-45,Low (<30K),Team A,Health,14830.18,48,1562.88,2,1,Female,South,Rejected
CLM00980,46-60,High (70K-150K),Team B,Whole Life,3853.08,14,6645.26,2,21,Male,Central,Settled
CLM00981,31-45,Middle (30K-70K),Team D,Health,37349.88,65,1251.92,1,17,Male,West,Settled
CLM00982,46-60,Premium (150K+),Team D,Term Life,21539.8,80,1048.09,2,20,Female,East,Settled
CLM00983,18-30,Premium (150K+),Team A,Whole Life,21450.34,82,1605.72,0,13,Female,South,Settled
CLM00984,18-30,Low (<30K),Team A,Health,8015.19,7,2697.25,3,12,Female,Central,Rejected
CLM00985,46-60,Middle (30K-70K),Team D,Health,22939.02,79,1451.74,2,24,Female,South,Rejected
CLM00986,31-45,Premium (150K+),Team D,Auto,9758.46,88,2858.38,1,22,Female,East,Settled
CLM00987,46-60,Middle (30K-70K),Team A,Term Life,26033.25,49,1326.5,4,15,Male,West,Rejected
CLM00988,31-45,Premium (150K+),Team B,Health,1358.41,115,1859.22,2,24,Female,North,Settled
CLM00989,31-45,Middle (30K-70K),Team B,Health,7937.49,55,10820.98,3,5,Female,North,Rejected
CLM00990,46-60,Middle (30K-70K),Team D,Auto,105512.65,13,2406.22,1,7,Female,South,Settled
CLM00991,46-60,Middle (30K-70K),Team A,Term Life,5321.55,73,2565.73,3,8,Male,Central,Settled
CLM00992,46-60,Low (<30K),Team A,Health,6472.99,56,556.65,1,23,Male,East,Rejected
CLM00993,31-45,High (70K-150K),Team C,Health,7804.43,56,5342.4,2,14,Female,West,Settled
CLM00994,46-60,Middle (30K-70K),Team A,Term Life,3109.55,15,4243.62,1,4,Male,West,Rejected
CLM00995,31-45,Middle (30K-70K),Team B,Whole Life,943.94,57,1020.9,1,21,Female,West,Rejected
CLM00996,18-30,Middle (30K-70K),Team B,Whole Life,10130.4,58,4177.13,1,14,Male,North,Settled
CLM00997,60+,Middle (30K-70K),Team B,Health,15725.38,35,2353.93,2,10,Male,East,Rejected
CLM00998,18-30,Premium (150K+),Team B,Auto,12543.95,88,1876.44,2,22,Female,North,Settled
CLM00999,60+,Premium (150K+),Team B,Health,11227.77,97,5078.47,2,16,Male,South,Rejected
CLM01000,31-45,Middle (30K-70K),Team A,Health,14067.87,16,1200.1,1,11,Female,West,Settled
CLM01001,18-30,High (70K-150K),Team C,Whole Life,45588.45,8,1014.46,1,22,Male,East,Rejected
CLM01002,31-45,High (70K-150K),Team D,Term Life,10630.31,93,2134.63,1,14,Male,West,Settled
CLM01003,60+,Middle (30K-70K),Team C,Term Life,6708.3,87,2758.89,2,14,Male,North,Settled
CLM01004,46-60,Premium (150K+),Team A,Whole Life,9534.28,45,3916.89,0,2,Female,North,Settled
CLM01005,46-60,Low (<30K),Team A,Whole Life,26774.79,95,1602.37,2,22,Male,North,Settled
CLM01006,46-60,Low (<30K),Team B,Term Life,72724.4,40,916.15,1,13,Female,West,Rejected
CLM01007,46-60,Premium (150K+),Team B,Whole Life,6286.93,113,13668.57,1,3,Female,East,Settled
CLM01008,46-60,Middle (30K-70K),Team B,Whole Life,15043.79,54,758.03,0,18,Female,East,Settled
CLM01009,31-45,High (70K-150K),Team C,Term Life,20050.89,119,1889.55,2,22,Female,South,Settled
CLM01010,31-45,Premium (150K+),Team A,Whole Life,4059.87,14,3373.7,1,4,Male,West,Settled
CLM01011,31-45,Low (<30K),Team A,Term Life,13691.09,59,4540.98,1,21,Male,South,Rejected
CLM01012,60+,Premium (150K+),Team B,Auto,2301.21,117,1148.57,1,21,Female,South,Rejected
CLM01013,60+,Middle (30K-70K),Team C,Auto,1599.01,94,403.46,2,19,Male,South,Settled
CLM01014,18-30,Middle (30K-70K),Team A,Health,20745.73,53,1127.53,2,16,Female,South,Rejected
CLM01015,46-60,High (70K-150K),Team C,Term Life,8428.3,103,3601.33,1,4,Female,North,Rejected
CLM01016,60+,Premium (150K+),Team B,Health,17030.08,27,3010.91,1,19,Male,South,Settled
CLM01017,18-30,Low (<30K),Team D,Health,13075.9,47,3090.53,3,23,Female,East,Rejected
CLM01018,46-60,Middle (30K-70K),Team D,Health,4139.46,80,3194.96,1,15,Female,South,Settled
CLM01019,60+,High (70K-150K),Team B,Term Life,12653.57,115,5282.04,2,1,Male,North,Rejected
CLM01020,18-30,High (70K-150K),Team A,Health,3042.02,6,971.94,2,16,Female,Central,Settled
CLM01021,46-60,High (70K-150K),Team B,Health,70910.01,55,693.45,1,15,Male,Central,Settled
CLM01022,31-45,Low (<30K),Team A,Health,2625.0,97,2431.79,1,16,Female,Central,Rejected
CLM01023,60+,Middle (30K-70K),Team C,Health,10562.42,44,781.47,1,22,Female,West,Rejected
CLM01024,60+,Middle (30K-70K),Team D,Whole Life,3824.85,18,659.36,1,20,Female,East,Settled
CLM01025,60+,High (70K-150K),Team C,Whole Life,26489.55,16,4813.44,3,1,Female,North,Settled
CLM01026,31-45,Middle (30K-70K),Team D,Term Life,8975.76,12,2208.98,1,17,Female,Central,Settled
CLM01027,60+,Low (<30K),Team B,Health,7169.56,20,1849.73,2,5,Female,North,Rejected
CLM01028,46-60,Premium (150K+),Team A,Term Life,37191.74,45,1880.74,0,5,Female,North,Rejected
CLM01029,31-45,Low (<30K),Team C,Whole Life,13839.98,64,1660.86,1,7,Female,West,Settled
CLM01030,46-60,Premium (150K+),Team B,Term Life,24834.11,104,4787.64,2,13,Female,Central,Settled
CLM01031,18-30,High (70K-150K),Team C,Whole Life,4115.06,59,538.24,0,12,Female,South,Settled
CLM01032,46-60,High (70K-150K),Team B,Term Life,2475.55,93,520.7,3,4,Female,North,Settled
CLM01033,31-45,Middle (30K-70K),Team A,Health,15193.9,94,854.82,3,4,Female,Central,Settled
CLM01034,18-30,Low (<30K),Team D,Health,9112.34,90,2278.63,0,23,Female,North,Rejected
CLM01035,18-30,High (70K-150K),Team A,Term Life,28331.28,22,7663.89,4,21,Male,West,Settled
CLM01036,46-60,High (70K-150K),Team D,Term Life,12138.16,97,3623.76,1,21,Female,West,Rejected
CLM01037,31-45,High (70K-150K),Team D,Term Life,17087.29,117,2904.32,1,6,Female,South,Settled
CLM01038,46-60,Low (<30K),Team C,Auto,1904.44,103,1696.13,2,24,Female,West,Settled
CLM01039,18-30,High (70K-150K),Team C,Whole Life,128813.94,47,622.64,1,15,Male,Central,Settled
CLM01040,31-45,High (70K-150K),Team C,Whole Life,10969.89,29,2729.82,1,21,Female,West,Settled
CLM01041,31-45,High (70K-150K),Team D,Term Life,30856.55,86,9143.27,3,19,Male,South,Rejected
CLM01042,46-60,High (70K-150K),Team B,Health,4898.53,45,1492.12,0,6,Male,East,Settled
CLM01043,31-45,High (70K-150K),Team B,Auto,19333.83,77,1154.54,3,12,Female,North,Settled
CLM01044,46-60,High (70K-150K),Team C,Health,2797.79,9,1497.88,1,14,Female,North,Settled
CLM01045,60+,Low (<30K),Team B,Health,22982.34,24,2921.35,0,18,Male,Central,Settled
CLM01046,46-60,Middle (30K-70K),Team B,Term Life,8715.26,15,1977.1,0,12,Female,South,Rejected
CLM01047,31-45,Low (<30K),Team B,Term Life,13835.99,36,3744.38,2,24,Male,South,Rejected
CLM01048,18-30,Middle (30K-70K),Team C,Term Life,30870.89,13,1760.3,2,24,Male,South,Rejected
CLM01049,60+,Middle (30K-70K),Team D,Term Life,3044.07,91,1490.98,1,15,Male,North,Rejected
CLM01050,18-30,Low (<30K),Team A,Term Life,5875.87,44,2171.57,3,19,Female,West,Settled
CLM01051,60+,Middle (30K-70K),Team D,Term Life,23127.77,101,1174.12,0,8,Male,North,Settled
CLM01052,31-45,Low (<30K),Team C,Whole Life,165688.66,71,7278.0,2,9,Male,North,Rejected
CLM01053,60+,High (70K-150K),Team D,Auto,11319.72,72,3492.91,3,5,Female,North,Rejected
CLM01054,46-60,Premium (150K+),Team C,Health,27156.27,101,750.13,2,5,Male,West,Settled
CLM01055,60+,Low (<30K),Team C,Health,11750.3,105,995.65,1,6,Female,East,Settled
CLM01056,31-45,Premium (150K+),Team A,Health,137405.92,78,2842.02,1,23,Female,Central,Settled
CLM01057,46-60,Middle (30K-70K),Team D,Term Life,1641.45,76,2093.63,3,3,Female,East,Settled
CLM01058,31-45,Middle (30K-70K),Team A,Health,14966.13,36,2303.1,1,5,Male,East,Settled
CLM01059,31-45,Low (<30K),Team D,Term Life,1899.5,116,1550.45,2,1,Male,North,Settled
